lon	lat	2011-2040_PRCPTOT JJA (mm)_RCP45	2011-2040_PRCPTOT JJA (mm)_RCP85	2011-2040_TX30 (days)_RCP45	2011-2040_TX30 (days)_RCP85	2011-2040_PR95PERC (%)_RCP45	2011-2040_PR95PERC (%)_RCP85	2041-2070_PRCPTOT JJA (mm)_RCP45	2041-2070_PRCPTOT JJA (mm)_RCP85	2041-2070_TX30 (days)_RCP45	2041-2070_TX30 (days)_RCP85	2041-2070_PR95PERC (%)_RCP45	2041-2070_PR95PERC (%)_RCP85	2071-2100_PRCPTOT JJA (mm)_RCP45	2071-2100_PRCPTOT JJA (mm)_RCP85	2071-2100_TX30 (days)_RCP45	2071-2100_TX30 (days)_RCP85	2071-2100_PR95PERC (%)_RCP45	2071-2100_PR95PERC (%)_RCP85
8,4521	39,7635	0	5	3	2	15	24	-8	-3	7	12	21	32	-5	-8	10	23	29	40
8,5436	39,7649	1	7	8	8	19	32	-8	-2	22	32	27	32	-3	-6	29	57	35	46
8,6351	39,7663	0	10	11	9	19	26	-9	-2	25	34	27	28	-2	-6	31	59	24	47
8,7267	39,7675	0	10	11	9	14	13	-10	-7	25	34	29	20	-4	-9	32	59	15	39
8,8182	39,7687	1	10	11	9	10	10	-6	-6	27	35	22	18	-2	-7	32	58	13	32
8,9097	39,7698	1	11	11	9	7	7	-6	-7	27	36	19	13	-3	-6	33	58	12	23
9,0013	39,7708	0	13	11	8	4	6	-9	-8	27	36	13	11	-3	-5	33	58	11	16
9,0928	39,7717	-1	14	11	9	2	8	-11	-10	26	35	16	9	-3	-7	32	57	11	20
9,1844	39,7725	-5	12	9	8	-3	8	-14	-12	26	34	11	11	-4	-13	32	59	8	20
9,2759	39,7733	-7	11	8	7	5	12	-15	-13	24	32	17	24	-5	-16	29	58	28	35
9,3675	39,7739	-6	9	8	7	12	25	-15	-12	23	30	29	36	-7	-17	27	57	35	48
9,4590	39,7745	-8	8	9	8	18	28	-16	-13	23	30	32	45	-10	-17	28	56	33	51
9,5506	39,7749	-7	9	10	8	22	22	-14	-11	25	32	34	42	-9	-17	29	58	29	62
9,6421	39,7753	-2	8	11	11	25	20	-9	-7	26	37	36	36	-6	-12	33	65	26	57
15,9476	39,5909	-5	5	6	5	-1	-3	-18	-14	17	24	-3	3	-16	-23	23	54	6	12
16,0386	39,5852	-1	3	8	7	1	-4	-14	-12	22	28	-2	3	-11	-16	27	56	2	20
16,1296	39,5794	6	2	10	10	1	2	-11	-8	27	36	3	5	-8	-12	33	60	7	28
16,2205	39,5735	3	4	11	13	-1	0	-8	-3	30	38	4	-4	-5	-10	35	58	3	20
16,3115	39,5675	-2	4	12	12	-4	-1	-8	-5	29	38	4	-5	-7	-12	34	58	6	7
16,4024	39,5615	-5	7	10	11	-7	2	-12	-6	28	35	-1	-2	-8	-14	31	58	1	2
16,4934	39,5553	-2	11	10	10	-6	3	-13	-3	25	33	1	9	-5	-13	29	57	1	0
16,5843	39,5491	-1	15	9	9	-6	-3	-12	3	24	32	-7	6	-2	-13	29	55	-1	6
16,6751	39,5428	1	14	11	11	1	2	-11	-3	26	35	-2	7	1	-13	32	57	8	18
16,7660	39,5364	1	15	11	11	-5	-1	-9	-4	26	35	-3	1	2	-11	32	57	7	20
16,8568	39,5299	1	8	9	8	-5	-1	-6	-3	21	30	-1	10	2	-10	28	60	11	23
8,6334	39,8378	-3	6	11	8	13	19	-11	-6	25	34	23	30	-5	-11	31	59	22	46
8,7251	39,8390	-1	7	11	8	13	16	-12	-8	26	35	25	21	-4	-12	31	59	18	37
8,8167	39,8402	0	9	12	9	9	15	-10	-8	27	36	24	17	-3	-11	33	60	13	28
8,9084	39,8413	1	9	11	8	4	9	-11	-9	26	35	19	10	-3	-11	32	58	11	14
9,0000	39,8423	-2	12	12	8	5	8	-13	-10	27	36	15	13	-3	-11	33	59	13	18
9,0917	39,8432	-5	13	11	8	0	3	-16	-13	27	36	10	9	-5	-9	33	59	10	15
9,1833	39,8440	-6	12	9	7	6	12	-18	-14	24	32	14	14	-6	-13	29	59	18	26
9,2750	39,8448	-7	11	8	7	5	11	-17	-13	20	30	12	22	-6	-17	26	58	25	38
9,3667	39,8454	-6	9	8	7	13	26	-15	-12	20	28	23	40	-9	-19	25	57	31	45
9,4583	39,8460	-7	10	10	8	16	29	-16	-5	22	29	28	35	-11	-20	27	56	34	48
9,5500	39,8464	-9	6	10	8	32	32	-17	-13	24	31	39	47	-12	-21	29	59	32	74
9,6417	39,8468	-3	9	11	11	28	23	-10	-7	28	39	41	38	-6	-13	34	68	29	48
15,8639	39,6678	-4	2	4	5	-6	-1	-24	-18	12	19	-2	12	-21	-32	18	48	2	8
15,9551	39,6622	-2	2	5	5	9	7	-17	-16	15	23	3	12	-17	-25	22	51	11	16
16,0462	39,6565	2	0	7	7	3	-2	-17	-15	22	28	3	8	-12	-18	27	56	11	24
16,1373	39,6507	1	4	11	11	0	2	-12	-10	28	37	3	5	-6	-14	34	59	9	25
16,2284	39,6448	3	5	10	12	-1	5	-6	-4	28	35	9	8	-1	-9	33	53	6	24
16,3194	39,6388	-1	4	11	12	-3	4	-6	-4	28	35	10	7	-4	-10	34	53	13	13
16,4105	39,6327	-3	5	10	11	3	7	-8	-4	28	36	2	4	-6	-9	33	55	7	21
16,5015	39,6266	-2	6	11	13	-2	5	-7	-2	28	37	-3	3	-5	-8	34	58	11	20
16,5925	39,6203	-2	8	7	8	-5	-2	-8	0	18	27	-6	5	-3	-6	25	56	12	26
16,6835	39,6140	1	10	7	8	-5	-4	-7	0	18	27	0	8	0	-9	25	60	19	22
16,7745	39,6076	-1	7	8	8	-12	-3	-7	-3	19	29	-4	1	-1	-11	27	60	16	19
8,5399	39,9079	-2	5	11	9	18	29	-8	-5	27	35	26	42	-6	-9	33	61	42	46
8,6317	39,9092	-2	7	10	9	23	33	-10	-6	27	36	32	40	-5	-11	33	60	34	51
8,7234	39,9105	-1	8	11	8	14	20	-13	-8	27	36	23	25	-4	-13	33	59	18	38
8,8152	39,9117	1	9	11	9	8	13	-14	-9	27	36	14	18	-4	-14	34	59	11	25
8,9070	39,9128	-2	10	12	9	1	0	-15	-11	28	37	11	5	-5	-16	33	60	5	15
8,9987	39,9138	-5	12	12	9	0	0	-17	-12	28	37	9	2	-4	-17	34	60	5	9
9,0905	39,9147	-7	13	10	8	2	3	-21	-16	26	35	12	8	-6	-17	31	61	15	24
9,1823	39,9155	-8	12	7	7	3	14	-19	-15	21	30	13	12	-7	-10	27	58	15	26
9,2741	39,9163	-8	10	6	6	10	17	-18	-13	18	26	12	26	-8	-19	21	55	25	44
9,3659	39,9169	-5	10	7	8	13	26	-15	-11	18	26	23	40	-9	-20	23	55	37	42
9,4576	39,9175	-4	15	9	8	14	29	-16	-13	20	29	32	31	-8	-20	25	55	38	49
9,5494	39,9179	-9	12	8	8	26	32	-17	-13	21	30	36	40	-10	-21	26	59	30	62
9,6412	39,9183	-4	8	10	10	27	26	-12	-8	26	38	39	50	-5	-13	34	68	29	63
15,8713	39,7391	-7	0	4	4	0	4	-30	-23	12	19	1	19	-25	-38	17	47	9	8
15,9626	39,7335	-4	-2	5	5	2	3	-21	-20	15	21	0	12	-20	-30	20	50	6	16
16,0538	39,7277	-1	1	5	5	7	3	-19	-18	17	25	6	9	-15	-27	23	53	17	27
16,1450	39,7219	0	10	9	10	2	3	-17	-14	25	33	1	3	-11	-19	31	60	11	24
16,2362	39,7160	1	4	13	13	0	4	-12	-10	29	38	6	6	-5	-14	35	56	9	21
16,3274	39,7100	1	6	12	14	0	8	-5	-5	29	37	6	7	-3	-10	35	55	17	24
16,4186	39,7039	-3	3	13	14	-6	0	-6	-5	30	39	1	0	-5	-9	36	58	18	20
16,5097	39,6978	-1	6	14	16	-2	1	-5	-1	31	40	-1	7	-4	-5	38	61	21	36
8,4462	39,9779	-3	5	9	7	20	27	-9	-7	20	30	19	43	-7	-11	27	56	23	32
8,5381	39,9794	-3	5	10	8	16	26	-10	-7	25	35	20	45	-6	-12	32	60	30	41
8,6300	39,9807	-4	6	11	9	14	17	-11	-7	27	36	26	39	-5	-12	33	60	23	43
8,7218	39,9820	-2	8	10	9	2	7	-12	-7	27	36	13	22	-4	-13	33	59	13	31
8,8137	39,9832	1	11	11	8	2	6	-13	-8	27	36	9	11	-3	-13	33	59	5	22
8,9056	39,9843	0	12	12	9	1	1	-13	-9	28	37	6	8	-3	-14	34	60	10	13
8,9975	39,9853	-6	14	13	9	-4	0	-18	-13	28	37	3	6	-6	-19	33	60	9	15
9,0894	39,9862	-7	14	10	7	3	6	-20	-15	26	35	12	13	-5	-20	32	60	12	24
9,1813	39,9870	-10	12	7	7	2	6	-21	-15	19	29	4	9	-8	-19	25	58	16	22
9,2732	39,9878	-10	9	5	5	12	19	-19	-13	16	24	16	21	-8	-21	20	53	24	34
9,3650	39,9884	-8	9	7	7	14	22	-17	-12	18	26	25	31	-9	-23	22	54	35	37
9,4569	39,9890	-2	15	9	7	11	27	-18	-13	18	26	29	30	-8	-22	22	53	34	36
9,5488	39,9894	-6	13	8	6	24	38	-17	-14	20	28	39	46	-3	-22	24	57	49	77
9,6407	39,9898	-5	9	8	9	28	21	-12	-8	22	32	43	46	-2	-14	30	63	28	66
15,7874	39,8160	-14	-5	7	8	5	13	-34	-31	20	30	6	23	-26	-40	29	65	14	23
15,8787	39,8104	-8	-6	5	5	-5	1	-30	-27	15	23	2	7	-25	-39	22	55	5	6
15,9701	39,8047	-1	-1	3	3	5	2	-24	-23	10	17	-2	9	-20	-33	16	46	9	10
16,0615	39,7990	-1	-2	6	5	4	1	-16	-19	17	23	4	8	-12	-29	22	53	11	19
16,1528	39,7932	-1	0	6	6	4	-1	-19	-19	17	26	1	3	-14	-25	23	54	13	21
16,2441	39,7873	3	20	10	11	-2	0	-18	-18	26	35	0	2	-11	-23	32	61	10	16
16,3354	39,7813	-6	-1	12	13	-1	8	-15	-17	30	39	5	-3	-12	-20	35	62	14	23
16,4267	39,7752	-4	1	13	15	3	10	-7	-8	31	41	9	1	-8	-11	38	62	18	29
8,4442	40,0494	-3	7	3	2	12	24	-10	-8	7	11	22	39	-7	-12	9	23	22	34
8,5362	40,0509	-4	4	7	7	15	20	-12	-10	22	32	24	32	-7	-14	28	57	19	40
8,6282	40,0522	-6	5	11	9	7	11	-12	-9	26	36	15	24	-6	-14	33	59	11	27
8,7202	40,0535	-5	5	11	9	8	12	-12	-8	27	37	19	23	-6	-14	33	59	14	29
8,8122	40,0547	-1	10	11	9	8	15	-10	-6	27	37	11	23	-3	-11	34	58	22	23
8,9042	40,0558	1	13	11	8	9	10	-11	-7	27	36	11	21	-2	-12	34	59	19	19
8,9962	40,0568	-1	13	12	9	3	3	-14	-9	28	37	5	14	-4	-14	34	60	8	17
9,0882	40,0577	-5	15	11	8	4	6	-17	-11	27	35	11	15	-4	-19	32	60	14	19
9,1802	40,0585	-8	12	8	8	1	1	-19	-13	21	31	-1	9	-5	-21	27	58	13	12
9,2722	40,0592	-11	8	7	6	11	17	-19	-14	18	26	11	21	-7	-23	22	55	23	30
9,3642	40,0599	-7	10	6	5	10	20	-17	-12	16	25	16	23	-7	-24	22	53	31	34
9,4563	40,0605	-3	12	7	6	12	19	-16	-14	18	26	25	33	-7	-24	22	52	39	34
9,5483	40,0609	0	12	8	6	24	29	-19	-14	20	27	40	44	-6	-24	23	55	41	50
9,6403	40,0613	-2	11	9	8	34	23	-12	-10	23	30	52	59	0	-15	28	59	38	76
15,7947	39,8872	-10	-7	5	6	1	3	-38	-33	17	26	1	10	-23	-43	23	59	7	15
15,8862	39,8817	-8	-7	6	5	-2	0	-26	-29	16	26	-1	9	-23	-39	25	58	2	9
15,9776	39,8760	-9	-5	5	5	6	4	-27	-28	15	22	0	12	-27	-37	22	53	8	14
16,0691	39,8703	1	-4	4	3	-1	-1	-19	-24	12	18	0	2	-22	-33	19	48	9	15
16,1605	39,8644	-6	-6	6	5	0	-2	-20	-23	17	24	2	3	-19	-33	22	54	11	27
16,2520	39,8585	-2	-3	4	5	1	0	-20	-24	15	23	4	7	-19	-32	20	52	18	27
16,3434	39,8525	-5	-2	8	8	-2	3	-23	-23	22	30	-1	3	-19	-31	29	61	24	23
16,4348	39,8464	-2	3	12	13	7	12	-13	-12	28	37	9	0	-7	-15	34	63	18	26
8,5344	40,1224	-3	6	8	7	5	11	-16	-14	22	32	14	18	-8	-18	28	57	7	20
8,6265	40,1237	-6	6	10	8	3	12	-12	-11	26	33	18	21	-8	-16	31	58	15	22
8,7186	40,1250	-5	4	11	8	3	17	-11	-8	26	35	16	23	-7	-14	32	58	20	18
8,8107	40,1262	-3	7	12	9	11	15	-9	-6	27	36	13	23	-5	-11	33	58	18	18
8,9028	40,1273	-2	9	12	10	7	10	-9	-6	28	36	8	21	-1	-11	32	59	25	17
8,9949	40,1283	0	13	12	9	11	11	-11	-6	28	36	15	24	-1	-11	34	58	25	24
9,0871	40,1292	-4	12	11	9	6	1	-15	-9	28	36	8	14	-2	-16	32	58	12	16
9,1792	40,1300	-6	12	10	9	0	0	-14	-10	26	34	-1	7	-4	-18	31	60	13	14
9,2713	40,1307	-10	9	9	8	14	16	-16	-12	22	31	10	22	-6	-21	27	58	25	26
9,3634	40,1314	-8	9	9	8	13	12	-17	-14	20	29	17	22	-6	-23	26	55	30	30
9,4556	40,1320	-4	12	9	6	15	20	-15	-10	21	29	27	37	-7	-23	25	54	37	34
9,5477	40,1324	0	18	9	8	22	25	-16	-12	22	29	35	30	-3	-19	26	57	41	44
9,6398	40,1328	0	12	9	8	38	29	-12	-9	21	29	48	59	2	-14	26	57	50	49
15,8020	39,9585	-12	-12	6	6	1	6	-39	-36	16	25	2	13	-30	-49	24	56	12	16
15,8936	39,9529	-12	-10	6	6	1	4	-31	-33	17	26	-1	13	-30	-40	25	57	10	12
15,9852	39,9473	-11	-10	6	6	5	5	-30	-31	20	27	3	8	-27	-38	26	58	11	17
16,0768	39,9415	-6	-9	5	5	-1	-1	-25	-29	16	23	0	2	-24	-37	23	53	6	15
16,1683	39,9357	-2	-9	3	3	-2	-7	-25	-30	11	17	-4	0	-21	-37	16	45	5	21
16,2599	39,9297	-2	-4	4	5	2	4	-21	-24	16	22	-2	4	-14	-33	21	51	15	23
16,3514	39,9237	2	5	6	6	2	8	-17	-19	17	26	-6	0	-12	-27	23	54	22	20
16,4429	39,9176	4	5	11	12	6	20	-15	-14	25	34	10	10	-9	-17	32	61	35	33
16,5344	39,9114	1	8	12	15	7	14	-10	-8	30	41	7	9	-4	-9	37	65	32	42
8,5325	40,1938	-5	7	7	6	11	14	-18	-16	21	31	22	20	-9	-19	26	55	12	30
8,6247	40,1952	-6	7	9	8	10	17	-15	-14	24	32	14	17	-12	-20	29	57	10	22
8,7170	40,1965	-7	5	9	7	4	11	-10	-11	25	32	11	19	-9	-16	30	57	13	13
8,8092	40,1977	-4	6	12	9	5	12	-9	-7	27	36	17	25	-6	-13	33	58	17	15
8,9014	40,1987	-4	8	12	10	5	15	-9	-6	28	36	12	20	-4	-11	33	58	21	17
8,9937	40,1998	-3	9	12	11	8	15	-9	-6	28	35	15	25	-2	-10	32	57	26	21
9,0859	40,2007	-3	10	11	9	0	3	-11	-8	28	35	7	13	-4	-12	32	57	9	11
9,1781	40,2015	-6	11	11	9	5	6	-12	-9	27	36	7	17	-7	-16	33	59	13	21
9,2704	40,2022	-9	9	9	7	9	15	-13	-10	26	34	15	23	-7	-18	30	58	25	25
9,3626	40,2029	-8	12	9	8	12	18	-12	-11	24	33	26	25	-3	-18	28	57	37	39
9,4549	40,2035	-4	13	9	8	20	20	-12	-9	24	32	24	28	-1	-17	28	58	39	33
9,5471	40,2039	0	14	9	8	34	40	-13	-9	23	31	44	45	-1	-13	27	58	56	63
15,3505	40,0564	-4	1	7	9	9	5	-20	-20	26	34	12	24	-11	-28	33	67	16	39
15,4423	40,0513	-2	2	8	9	4	4	-21	-21	25	34	12	21	-7	-29	32	68	19	37
15,7176	40,0353	-10	-10	6	5	2	1	-39	-32	14	23	1	12	-25	-48	22	54	4	14
15,8093	40,0298	-7	-5	5	4	-2	6	-31	-33	14	22	2	13	-23	-42	21	53	7	20
15,9011	40,0242	-10	-10	5	5	-1	7	-27	-31	17	23	5	11	-26	-38	22	54	13	22
15,9928	40,0185	-8	-9	6	6	-2	4	-26	-29	21	27	7	6	-22	-36	26	57	13	19
16,0845	40,0128	-4	-10	7	7	-5	-3	-25	-26	23	29	1	-3	-20	-33	29	59	11	15
16,1761	40,0069	-1	-3	6	7	-8	-6	-22	-24	20	27	-9	-3	-16	-29	26	56	4	8
16,2678	40,0010	7	3	5	6	-8	-6	-17	-20	18	25	-10	-7	-11	-26	24	53	4	9
16,3594	39,9950	0	6	8	7	-7	2	-16	-20	21	29	-7	-7	-10	-24	27	56	10	14
16,4510	39,9889	2	8	10	11	2	16	-15	-15	24	34	3	2	-8	-16	30	58	22	23
16,5426	39,9827	0	8	12	14	6	19	-9	-3	29	39	9	17	-4	-9	36	63	33	40
18,1880	39,8563	1	12	11	14	5	4	-4	-4	30	39	9	18	-1	-8	38	67	13	36
18,2793	39,8484	1	14	11	14	1	1	-5	-5	29	35	10	17	0	-9	36	64	7	33
18,3704	39,8405	2	13	10	13	-3	3	-4	-5	28	36	10	18	-1	-9	35	65	12	41
8,5306	40,2653	-4	8	7	7	14	16	-16	-16	21	31	20	21	-7	-18	26	56	15	32
8,6230	40,2667	-6	6	9	7	6	13	-18	-15	25	32	14	16	-12	-18	29	57	8	21
8,7153	40,2680	-6	6	10	7	6	11	-13	-12	25	32	7	18	-9	-17	30	57	9	17
8,8077	40,2691	-6	4	10	8	3	10	-11	-10	25	33	14	22	-6	-15	31	59	14	20
8,9000	40,2702	-6	5	12	9	7	14	-10	-8	28	36	16	30	-4	-13	32	58	24	15
8,9924	40,2712	-4	7	12	11	6	13	-9	-7	29	37	13	24	-3	-12	32	58	20	14
9,0847	40,2722	-3	9	12	10	2	14	-9	-6	28	36	12	28	-3	-11	33	57	21	23
9,1771	40,2730	-6	10	11	9	0	13	-8	-7	27	35	8	19	-7	-13	32	57	18	18
9,2695	40,2737	-7	10	11	9	8	22	-10	-7	27	35	22	33	-6	-14	31	57	26	28
9,3618	40,2744	-6	12	10	9	16	29	-9	-7	26	35	27	37	-4	-13	30	58	42	39
9,4542	40,2750	-5	13	10	10	15	23	-10	-8	27	36	30	36	-1	-12	31	60	37	46
9,5465	40,2754	-2	15	10	12	21	23	-9	-7	29	38	41	46	1	-9	34	63	44	55
15,1734	40,1378	-8	-4	6	7	13	8	-25	-18	20	31	11	25	-20	-30	29	65	15	33
15,2653	40,1328	-9	-3	7	7	11	3	-32	-28	23	31	12	22	-26	-40	30	63	10	23
15,3573	40,1277	-10	-2	9	9	8	-1	-33	-32	26	33	9	22	-27	-42	31	63	13	28
15,4492	40,1226	-8	1	9	9	4	2	-35	-33	25	34	15	20	-25	-45	33	65	15	27
15,5411	40,1173	-3	14	6	6	8	6	-32	-26	18	27	11	13	-21	-41	25	59	15	29
15,6330	40,1120	-9	-3	6	5	6	4	-36	-29	17	26	9	14	-27	-44	25	58	9	23
15,7248	40,1066	-9	-4	5	5	-3	5	-31	-32	16	24	3	15	-26	-40	23	55	8	17
15,8167	40,1011	-9	-7	5	3	3	11	-27	-32	15	20	10	14	-26	-38	19	49	14	26
15,9085	40,0955	-8	-12	5	5	6	7	-28	-31	18	24	13	12	-26	-37	23	54	22	26
16,0004	40,0898	-12	-16	7	8	1	5	-31	-34	22	29	5	5	-27	-39	27	58	13	17
16,0922	40,0840	-3	-4	9	9	-5	1	-19	-22	25	32	1	0	-16	-26	30	59	9	12
16,1839	40,0782	-1	1	10	9	-7	-3	-18	-20	27	33	-8	-5	-13	-22	32	59	5	9
16,2757	40,0722	3	6	10	10	-10	-7	-12	-17	27	33	-10	-10	-6	-20	32	59	2	-2
16,3675	40,0662	3	10	10	11	-10	-4	-12	-13	27	34	-7	-2	-4	-17	32	58	8	2
16,4592	40,0601	0	7	9	11	-1	9	-14	-12	26	35	-1	5	-6	-14	32	57	22	22
16,5509	40,0539	-3	6	12	14	5	9	-11	-9	29	39	2	10	-5	-12	37	63	32	31
18,1070	39,9351	1	10	11	15	7	5	-4	0	30	38	11	19	0	-8	37	66	12	30
18,1984	39,9273	0	13	11	13	6	5	-6	-3	29	37	12	21	0	-9	35	62	11	38
18,2897	39,9195	0	15	11	13	4	2	-6	-5	29	36	13	17	-1	-9	35	62	6	37
18,3810	39,9115	2	15	11	13	3	5	-4	-4	29	38	14	14	1	-8	35	62	15	39
8,4363	40,3354	-6	9	8	8	12	17	-14	-14	22	33	18	33	-5	-15	27	58	13	37
8,5288	40,3368	-4	8	9	8	11	16	-16	-14	26	34	13	20	-5	-17	30	59	11	33
8,6212	40,3382	-4	6	9	7	10	12	-17	-15	26	33	14	17	-8	-18	31	58	6	20
8,7137	40,3394	-5	5	10	8	8	8	-13	-13	26	33	8	19	-8	-17	31	59	11	19
8,8062	40,3406	-7	4	10	7	6	12	-13	-13	25	33	13	25	-7	-17	31	58	22	24
8,8986	40,3417	-7	4	11	8	7	12	-11	-10	27	35	13	28	-6	-15	32	60	22	20
8,9911	40,3427	-5	7	12	9	6	14	-10	-7	28	35	15	25	-5	-12	32	59	22	15
9,0836	40,3437	-4	8	12	9	3	15	-8	-6	28	35	14	24	-5	-12	32	57	22	18
9,1760	40,3445	-5	11	11	8	5	19	-8	-6	27	35	16	30	-6	-12	32	57	30	24
9,2685	40,3452	-3	12	9	9	2	27	-7	-5	27	35	24	38	-4	-11	31	58	40	37
9,3610	40,3459	-1	13	10	9	15	27	-7	-5	26	35	22	37	-2	-10	30	58	42	37
9,4535	40,3465	-2	14	11	11	20	27	-8	-6	28	37	36	47	-1	-10	33	62	50	48
9,5460	40,3469	-2	11	10	13	14	23	-7	-6	31	39	33	43	0	-9	35	64	40	42
9,6385	40,3473	-3	9	11	13	27	33	-9	-6	26	37	36	54	-1	-10	34	67	53	62
14,9958	40,2188	-1	1	10	10	11	6	-11	-12	28	37	12	29	-9	-18	36	70	21	33
15,0879	40,2140	-2	1	10	11	16	9	-19	-17	29	38	11	31	-12	-26	36	69	18	34
15,1799	40,2091	-11	-2	9	11	8	6	-31	-24	29	36	6	25	-25	-40	35	67	7	27
15,2720	40,2041	-6	1	7	7	8	3	-33	-29	22	30	4	17	-30	-44	29	62	10	19
15,3641	40,1991	-6	3	5	6	10	7	-30	-32	19	27	11	21	-27	-42	26	59	17	30
15,4561	40,1939	-7	0	6	6	8	8	-32	-36	20	28	13	21	-29	-44	27	59	18	26
15,5481	40,1886	0	-3	6	7	8	9	-30	-34	19	27	12	18	-26	-42	27	58	11	28
15,6401	40,1833	-4	-1	6	6	4	5	-26	-29	20	27	8	12	-23	-36	28	57	10	23
15,7321	40,1779	-4	-2	6	6	2	7	-26	-28	20	26	8	14	-23	-33	26	57	14	22
15,8241	40,1724	-5	-7	5	5	3	3	-26	-30	18	24	8	6	-22	-34	23	54	14	20
15,9160	40,1668	-7	-10	6	6	5	5	-24	-28	19	25	3	2	-20	-33	24	55	15	16
16,0080	40,1611	-6	-6	7	8	2	3	-19	-24	22	29	3	6	-16	-29	28	58	16	15
16,0999	40,1553	-5	-2	9	9	-9	1	-19	-20	26	34	-2	1	-13	-23	31	59	18	10
16,1918	40,1494	-1	3	12	11	-9	4	-12	-17	29	36	-6	-1	-9	-15	33	58	10	10
16,2837	40,1435	0	9	10	11	1	5	-9	-13	28	35	-4	-3	-4	-15	32	54	11	7
16,3755	40,1374	0	10	11	11	-5	7	-11	-12	28	36	-5	0	-5	-15	33	55	19	8
16,4674	40,1313	1	8	11	13	-2	6	-12	-10	28	36	-1	2	-5	-14	34	57	31	13
16,5592	40,1251	0	8	13	14	12	17	-10	-9	30	39	5	5	-3	-12	36	60	31	27
18,0258	40,0139	1	11	11	15	-1	3	-3	0	30	39	17	15	2	-7	37	65	10	32
18,1173	40,0062	1	12	11	13	7	9	-5	-2	29	37	16	18	1	-8	35	61	10	31
18,2087	39,9984	0	14	10	12	5	3	-7	-3	28	35	7	22	-1	-8	33	58	7	38
18,3001	39,9905	0	15	11	12	6	7	-6	-5	28	36	13	20	-1	-10	34	60	9	44
18,3916	39,9826	1	15	12	14	2	8	-4	-4	29	38	13	17	1	-8	36	62	16	38
8,4343	40,4068	-6	8	8	8	6	15	-14	-14	22	31	15	30	-9	-16	27	56	11	32
8,5269	40,4083	-5	7	9	7	10	16	-14	-13	25	33	15	26	-7	-16	30	58	15	28
8,6195	40,4097	-4	4	11	7	10	13	-14	-13	27	34	11	28	-8	-17	32	59	14	22
8,7121	40,4109	-3	6	11	7	12	9	-13	-12	26	34	13	25	-8	-16	32	58	14	22
8,8046	40,4121	-5	5	11	7	8	6	-13	-12	26	34	8	20	-8	-15	31	59	12	17
8,8972	40,4132	-6	4	10	8	9	10	-12	-12	26	34	14	22	-8	-15	31	60	14	16
8,9898	40,4142	-5	6	10	7	7	13	-10	-8	27	34	14	23	-6	-14	31	59	15	20
9,0824	40,4152	-4	8	11	8	7	12	-9	-7	26	34	14	28	-5	-12	31	57	22	21
9,1750	40,4160	-3	11	10	9	4	20	-7	-1	26	34	17	30	-4	-11	30	57	32	23
9,2676	40,4167	-2	13	10	8	6	19	-3	-5	26	33	18	32	-4	-10	31	57	30	22
9,3602	40,4174	-1	11	10	9	13	21	-6	-6	25	34	22	37	-3	-10	31	57	36	29
9,4528	40,4180	-1	11	10	10	17	23	-8	-5	27	35	31	42	-1	-9	30	59	43	42
9,5454	40,4184	-3	10	10	12	15	30	-8	-5	29	37	30	42	-2	-10	33	63	38	39
9,6380	40,4188	-5	10	11	13	20	31	-8	-6	29	39	40	49	-2	-11	35	65	43	57
9,7306	40,4191	-3	9	9	10	20	24	-8	-5	22	33	28	46	-1	-9	30	64	41	49
15,0021	40,2902	-2	1	10	11	7	10	-15	-13	29	37	10	28	-12	-21	36	68	21	32
15,0943	40,2853	-12	-2	10	11	10	7	-25	-24	31	38	8	27	-18	-33	36	68	11	27
15,1865	40,2804	-9	1	9	10	6	2	-31	-27	28	35	4	13	-26	-41	34	66	5	21
15,2787	40,2754	-4	4	6	7	8	7	-29	-28	21	29	4	19	-27	-43	29	61	11	19
15,3709	40,2704	-4	4	5	5	13	13	-24	-27	16	23	14	26	-24	-36	23	54	18	30
15,4630	40,2652	-8	-1	5	4	10	10	-23	-29	17	24	16	10	-22	-34	23	54	19	29
15,5551	40,2599	-3	-2	6	7	5	12	-24	-29	21	28	15	15	-22	-33	27	57	18	27
15,6473	40,2546	-3	-3	7	8	4	11	-25	-28	24	32	10	9	-22	-32	30	59	14	26
15,7394	40,2492	-5	-3	8	8	6	9	-23	-27	25	32	6	3	-21	-30	30	60	14	23
15,8315	40,2436	-8	-3	7	8	5	3	-23	-25	23	30	6	0	-19	-29	28	58	15	14
15,9235	40,2380	-6	-4	7	8	10	6	-22	-24	24	29	9	3	-16	-28	28	57	19	13
16,0156	40,2323	-6	-3	8	9	4	3	-18	-22	24	32	2	5	-15	-25	29	58	18	9
16,1076	40,2265	-5	-1	10	10	-6	5	-15	-20	28	34	-6	-5	-14	-21	31	59	13	6
16,1996	40,2207	-4	2	11	10	-8	7	-11	-18	28	35	-8	-4	-12	-17	32	57	12	9
16,2916	40,2147	-1	7	11	12	-2	12	-9	-13	28	36	-5	2	-9	-14	33	55	18	16
16,3836	40,2087	0	8	11	13	-4	4	-11	-11	28	35	-7	-7	-8	-13	33	54	17	14
16,4756	40,2025	1	11	12	13	1	11	-11	-10	29	37	-2	0	-7	-13	35	56	29	15
16,5675	40,1963	-1	8	14	15	14	16	-10	-9	30	38	15	7	-7	-13	37	58	35	28
