lon	lat	2040_RCP45	2040_RCP85	2070_RCP45	2070_RCP85	2100_RCP45	2100_RCP85
13,47635746	42,57602692	1,366666667	0,6	6	9,8	9,133333333	31,3
13,57254219	42,57266235	2,633333333	1,7	9,766666667	13,9	12,13333333	38,2
13,66871548	42,56920242	6,166666667	6,1	20,36666667	27,26666667	26	55,7
13,76487732	42,56565094	10,63333333	11,03333333	26,76666667	34,5	32,63333333	61,93333333
13,86102676	42,5620079	10,93333333	11,53333333	27,46666667	34	32,16666667	60,66666667
13,95716476	42,55827713	9,3	10,56666667	24,76666667	32	29,7	59,23333333
14,05328941	42,55445099	5,333333333	7,133333333	19,26666667	27,5	25,06666667	56,3
11,07036877	42,70182419	12,06666667	13,36666667	34,16666667	41,13333333	39,3	69,13333333
11,16686249	42,70075607	11,86666667	12,73333333	33,4	40,9	38,36666667	67,3
11,26335335	42,69959641	11,36666667	11,43333333	31,7	39,33333333	37,03333333	67,13333333
11,35983944	42,69834137	9,166666667	9,366666667	30,26666667	36,8	35,23333333	67,53333333
11,45632172	42,69699478	7,7	7,366666667	27,33333333	34,5	32,8	66,66666667
11,55280018	42,69555664	7,5	6,8	26,3	33,33333333	32,16666667	65,53333333
11,64927197	42,69402695	7,266666667	6,666666667	25,86666667	32,7	31,4	64,73333333
11,74573994	42,6924057	8,033333333	6,733333333	26,6	33,43333333	31,63333333	63,43333333
11,84220219	42,69068909	8,233333333	7,366666667	27,83333333	34,83333333	32,3	63,5
11,93865776	42,68888474	8,7	7,733333333	28,66666667	34,96666667	33,13333333	64,06666667
12,03510761	42,68698502	9,7	7,966666667	29,83333333	35,9	33,36666667	63,33333333
12,13155079	42,68499374	10,86666667	9	30,8	37,66666667	34,66666667	62,3
12,22798824	42,68291092	11,83333333	9,733333333	30,56666667	37,26666667	34,9	61,2
12,32441711	42,68073273	10,43333333	9,2	30,86666667	37	34,56666667	62,3
12,42083931	42,6784668	10,46666667	9,133333333	31,13333333	37,56666667	34,63333333	62,7
12,51725388	42,6761055	11,46666667	9,766666667	30,96666667	37,23333333	34,66666667	61,73333333
12,61366081	42,67365646	10,26666667	8,766666667	30,6	36,56666667	34,26666667	62,76666667
12,71005917	42,67111206	8,266666667	7,433333333	28,1	34,5	32,4	63,56666667
12,80644894	42,6684761	5,766666667	4,766666667	21,06666667	26,23333333	27,13333333	59,53333333
12,90283012	42,6657486	4,233333333	3,033333333	14,46666667	20,56666667	21,1	52,06666667
12,99920082	42,66292953	3,5	2,5	13,03333333	18,96666667	19,46666667	50,03333333
13,09556293	42,66001511	3,5	2,766666667	13,36666667	19,33333333	19,66666667	50
13,19191551	42,65701294	2,733333333	1,8	11,16666667	16,36666667	16,3	45,7
13,2882576	42,65391541	1,433333333	0,266666667	5,933333333	10,13333333	9,5	35,4
13,3845892	42,65073013	1,133333333	0,533333333	5,8	9,333333333	8,633333333	31,56666667
13,4809103	42,64744949	2	1,366666667	8	12,33333333	11,66666667	37,4
13,57722092	42,6440773	3,566666667	3,433333333	13,93333333	20,2	18,8	47,5
13,67351913	42,64061356	8,833333333	9,433333333	25,63333333	33,33333333	31,26666667	61,83333333
13,76980686	42,63705826	12,16666667	11,46666667	28,53333333	35,16666667	34,13333333	62,03333333
13,86608219	42,63341141	10,66666667	12,13333333	27,76666667	34,73333333	33,1	62,8
13,96234512	42,629673	7,033333333	8,9	23,23333333	31,33333333	29,2	60,6
10,10542774	42,77894592	0,1	0,066666667	0,166666667	0,633333333	0,266666667	9,466666667
10,20206833	42,77879715	11,6	11,9	30,26666667	36,36666667	34,8	66,8
10,29870892	42,77856064	10,1	11,9	28,43333333	34,93333333	33,26666667	65
10,39534855	42,77822876	8,466666667	10,73333333	27,03333333	35,23333333	33,23333333	65,63333333
10,87852192	42,77518082	9	10,43333333	26,7	36,06666667	34,8	69,13333333
10,97514915	42,77429581	10,53333333	12,4	32,33333333	40,33333333	38,03333333	69,23333333
11,07177353	42,77331924	12,03333333	12,33333333	33,83333333	40,06666667	38,03333333	65,36666667
11,16839504	42,77224731	11,9	12,16666667	32,66666667	39,4	36,96666667	63,2
11,26501179	42,77108383	11,43333333	11,73333333	32,63333333	39,56666667	37,03333333	64,5
11,36162472	42,7698288	10,3	10,23333333	30,5	37,4	35,23333333	66,6
